,obsnme,obsval,i,j,time,spec
199,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:79_j:110_time:60_spec:ctet,0.0,79,110,60,ctet
200,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:72_j:107_time:60_spec:ctet,0.0,72,107,60,ctet
201,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:68_j:45_time:60_spec:ctet,0.0,68,45,60,ctet
202,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:66_j:45_time:60_spec:ctet,0.0,66,45,60,ctet
203,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:64_j:45_time:60_spec:ctet,0.0,64,45,60,ctet
204,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:60_j:95_time:60_spec:ctet,0.0,60,95,60,ctet
205,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:65_j:101_time:60_spec:ctet,0.0,65,101,60,ctet
206,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:134_j:145_time:91_spec:ctet,0.0,134,145,91,ctet
207,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:121_j:135_time:91_spec:ctet,0.0,121,135,91,ctet
208,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:127_j:142_time:91_spec:ctet,0.0,127,142,91,ctet
209,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:85_j:45_time:91_spec:ctet,0.0,85,45,91,ctet
210,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:75_j:45_time:91_spec:ctet,0.0,75,45,91,ctet
211,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:95_j:85_time:91_spec:ctet,0.0,95,85,91,ctet
212,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:93_j:76_time:91_spec:ctet,0.0,93,76,91,ctet
213,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:89_j:64_time:91_spec:ctet,0.42982675450529345,89,64,91,ctet
214,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:89_j:63_time:91_spec:ctet,0.06234694421499516,89,63,91,ctet
215,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:106_j:72_time:91_spec:ctet,0.5971729164659582,106,72,91,ctet
216,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:89_j:64_time:91_spec:ctet,0.42982675450529345,89,64,91,ctet
217,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:94_j:71_time:91_spec:ctet,1.0583121513797475,94,71,91,ctet
218,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:97_j:58_time:91_spec:ctet,0.5692561155398504,97,58,91,ctet
219,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:89_j:80_time:91_spec:ctet,0.7843010118646366,89,80,91,ctet
220,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:107_j:91_time:91_spec:ctet,0.0,107,91,91,ctet
221,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:92_j:91_time:91_spec:ctet,1.5027141787485931,92,91,91,ctet
222,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:85_j:91_time:91_spec:ctet,0.7251824211600745,85,91,91,ctet
223,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:97_j:91_time:91_spec:ctet,1.2838404427984242,97,91,91,ctet
224,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:90_j:87_time:91_spec:ctet,0.0,90,87,91,ctet
225,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:110_j:87_time:91_spec:ctet,0.0,110,87,91,ctet
226,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:99_j:63_time:91_spec:ctet,0.5328637838570478,99,63,91,ctet
227,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:107_j:79_time:91_spec:ctet,0.3056092552097131,107,79,91,ctet
228,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:102_j:91_time:91_spec:ctet,0.0,102,91,91,ctet
229,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:95_j:74_time:91_spec:ctet,0.0,95,74,91,ctet
230,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:87_j:86_time:91_spec:ctet,0.0,87,86,91,ctet
231,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:97_j:86_time:91_spec:ctet,0.0,97,86,91,ctet
232,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:94_j:80_time:91_spec:ctet,0.0,94,80,91,ctet
233,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:103_j:87_time:91_spec:ctet,0.0,103,87,91,ctet
234,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:100_j:72_time:91_spec:ctet,0.543519583162397,100,72,91,ctet
235,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:97_j:80_time:91_spec:ctet,0.7468313432427687,97,80,91,ctet
236,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:100_j:85_time:91_spec:ctet,0.0,100,85,91,ctet
237,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:106_j:56_time:91_spec:ctet,0.016997835441842548,106,56,91,ctet
238,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:104_j:53_time:91_spec:ctet,0.11577302675710276,104,53,91,ctet
239,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:102_j:58_time:91_spec:ctet,0.3530245618376508,102,58,91,ctet
240,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:95_j:45_time:91_spec:ctet,0.0,95,45,91,ctet
241,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:105_j:45_time:91_spec:ctet,0.0,105,45,91,ctet
242,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:110_j:39_time:91_spec:ctet,0.0,110,39,91,ctet
243,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:111_j:45_time:91_spec:ctet,0.0,111,45,91,ctet
244,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:114_j:43_time:91_spec:ctet,0.0,114,43,91,ctet
245,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:112_j:60_time:91_spec:ctet,0.014167911935491013,112,60,91,ctet
246,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:105_j:53_time:91_spec:ctet,0.06032946529790758,105,53,91,ctet
247,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:105_j:57_time:91_spec:ctet,0.019220244438406527,105,57,91,ctet
248,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:107_j:59_time:91_spec:ctet,0.1115293959196066,107,59,91,ctet
249,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:116_j:60_time:91_spec:ctet,0.0009100085801641332,116,60,91,ctet
250,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:120_j:59_time:91_spec:ctet,3.624389874831018e-05,120,59,91,ctet
251,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:100_j:58_time:91_spec:ctet,0.0,100,58,91,ctet
252,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:100_j:54_time:91_spec:ctet,0.03652256936476926,100,54,91,ctet
253,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:103_j:58_time:91_spec:ctet,0.0,103,58,91,ctet
254,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:105_j:53_time:91_spec:ctet,0.06032946529790758,105,53,91,ctet
255,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:113_j:60_time:91_spec:ctet,0.08364071015115479,113,60,91,ctet
256,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:112_j:60_time:91_spec:ctet,0.014167911935491013,112,60,91,ctet
257,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:111_j:61_time:91_spec:ctet,0.04149949544187018,111,61,91,ctet
258,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:106_j:58_time:91_spec:ctet,0.2624860465738858,106,58,91,ctet
259,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:97_j:58_time:91_spec:ctet,0.5692561155398504,97,58,91,ctet
260,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:108_j:64_time:91_spec:ctet,0.6029916330625827,108,64,91,ctet
261,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:118_j:63_time:91_spec:ctet,0.10800399608604264,118,63,91,ctet
262,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:115_j:53_time:91_spec:ctet,0.01777001243432595,115,53,91,ctet
263,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:116_j:43_time:91_spec:ctet,0.0,116,43,91,ctet
264,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:118_j:43_time:91_spec:ctet,0.0,118,43,91,ctet
265,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:120_j:42_time:91_spec:ctet,0.0,120,42,91,ctet
266,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:122_j:42_time:91_spec:ctet,0.0,122,42,91,ctet
267,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:116_j:51_time:91_spec:ctet,1.452184261774816e-05,116,51,91,ctet
268,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:124_j:45_time:91_spec:ctet,0.0,124,45,91,ctet
269,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:122_j:40_time:91_spec:ctet,0.0,122,40,91,ctet
270,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:120_j:40_time:91_spec:ctet,0.0,120,40,91,ctet
271,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:116_j:41_time:91_spec:ctet,0.0,116,41,91,ctet
272,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:114_j:71_time:91_spec:ctet,0.0,114,71,91,ctet
273,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:124_j:78_time:91_spec:ctet,0.00015947108296968923,124,78,91,ctet
274,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:124_j:83_time:91_spec:ctet,0.0,124,83,91,ctet
275,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:125_j:75_time:91_spec:ctet,0.0,125,75,91,ctet
276,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:123_j:79_time:91_spec:ctet,0.0,123,79,91,ctet
277,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:124_j:77_time:91_spec:ctet,0.0004589204353677872,124,77,91,ctet
278,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:127_j:80_time:91_spec:ctet,0.0,127,80,91,ctet
279,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:126_j:80_time:91_spec:ctet,0.0,126,80,91,ctet
280,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:126_j:82_time:91_spec:ctet,0.0,126,82,91,ctet
281,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:124_j:77_time:91_spec:ctet,0.0004589204353677872,124,77,91,ctet
282,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:124_j:77_time:91_spec:ctet,0.0004589204353677872,124,77,91,ctet
283,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:127_j:83_time:91_spec:ctet,1.640802991055373e-05,127,83,91,ctet
284,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:124_j:78_time:91_spec:ctet,0.00015947108296968923,124,78,91,ctet
285,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:135_j:64_time:91_spec:ctet,0.003716179542813843,135,64,91,ctet
286,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:142_j:63_time:91_spec:ctet,0.00435136903106788,142,63,91,ctet
287,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:144_j:68_time:91_spec:ctet,0.0034088238171705552,144,68,91,ctet
288,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:78_j:91_time:91_spec:ctet,0.0,78,91,91,ctet
289,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:72_j:71_time:91_spec:ctet,0.0,72,71,91,ctet
290,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:77_j:63_time:91_spec:ctet,0.0,77,63,91,ctet
291,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:83_j:80_time:91_spec:ctet,0.0,83,80,91,ctet
292,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:75_j:62_time:91_spec:ctet,0.0,75,62,91,ctet
293,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:72_j:45_time:91_spec:ctet,0.0,72,45,91,ctet
294,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:118_j:128_time:91_spec:ctet,0.0,118,128,91,ctet
295,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:108_j:113_time:91_spec:ctet,0.0,108,113,91,ctet
296,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:76_j:84_time:91_spec:ctet,0.0,76,84,91,ctet
297,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:101_j:112_time:91_spec:ctet,0.0,101,112,91,ctet
298,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:93_j:112_time:91_spec:ctet,0.0,93,112,91,ctet
299,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:93_j:112_time:91_spec:ctet,0.0,93,112,91,ctet
300,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:87_j:111_time:91_spec:ctet,0.0,87,111,91,ctet
301,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:79_j:110_time:91_spec:ctet,0.0,79,110,91,ctet
302,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:79_j:110_time:91_spec:ctet,0.0,79,110,91,ctet
303,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:72_j:107_time:91_spec:ctet,0.0,72,107,91,ctet
304,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:68_j:45_time:91_spec:ctet,0.0,68,45,91,ctet
305,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:66_j:45_time:91_spec:ctet,0.0,66,45,91,ctet
306,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:64_j:45_time:91_spec:ctet,0.0,64,45,91,ctet
307,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:60_j:95_time:91_spec:ctet,0.0,60,95,91,ctet
308,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:65_j:101_time:91_spec:ctet,0.0,65,101,91,ctet
309,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:134_j:145_time:121_spec:ctet,0.0,134,145,121,ctet
310,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:121_j:135_time:121_spec:ctet,0.0,121,135,121,ctet
311,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:127_j:142_time:121_spec:ctet,0.0,127,142,121,ctet
312,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:85_j:45_time:121_spec:ctet,0.0,85,45,121,ctet
313,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:75_j:45_time:121_spec:ctet,0.0,75,45,121,ctet
314,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:95_j:85_time:121_spec:ctet,0.0,95,85,121,ctet
315,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:93_j:76_time:121_spec:ctet,0.0,93,76,121,ctet
316,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:89_j:64_time:121_spec:ctet,0.4184230091926719,89,64,121,ctet
317,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:89_j:63_time:121_spec:ctet,0.060012048425107344,89,63,121,ctet
318,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:106_j:72_time:121_spec:ctet,0.577822642263739,106,72,121,ctet
319,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:89_j:64_time:121_spec:ctet,0.4184230091926719,89,64,121,ctet
320,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:94_j:71_time:121_spec:ctet,1.020544238378796,94,71,121,ctet
321,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:97_j:58_time:121_spec:ctet,0.546944815771766,97,58,121,ctet
322,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:89_j:80_time:121_spec:ctet,0.7596175076662808,89,80,121,ctet
323,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:107_j:91_time:121_spec:ctet,0.0,107,91,121,ctet
324,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:92_j:91_time:121_spec:ctet,1.4518009896354802,92,91,121,ctet
325,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:85_j:91_time:121_spec:ctet,0.7037399593997163,85,91,121,ctet
326,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:97_j:91_time:121_spec:ctet,1.237958839695365,97,91,121,ctet
327,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:90_j:87_time:121_spec:ctet,0.0,90,87,121,ctet
328,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:110_j:87_time:121_spec:ctet,0.0,110,87,121,ctet
329,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:99_j:63_time:121_spec:ctet,0.5150801135856192,99,63,121,ctet
330,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:107_j:79_time:121_spec:ctet,0.2955969343244794,107,79,121,ctet
331,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:102_j:91_time:121_spec:ctet,0.0,102,91,121,ctet
332,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:95_j:74_time:121_spec:ctet,0.0,95,74,121,ctet
333,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:87_j:86_time:121_spec:ctet,0.0,87,86,121,ctet
334,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:97_j:86_time:121_spec:ctet,0.0,97,86,121,ctet
335,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:94_j:80_time:121_spec:ctet,0.0,94,80,121,ctet
336,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:103_j:87_time:121_spec:ctet,0.0,103,87,121,ctet
337,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:100_j:72_time:121_spec:ctet,0.5207700478127342,100,72,121,ctet
338,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:97_j:80_time:121_spec:ctet,0.7174888421956974,97,80,121,ctet
339,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:100_j:85_time:121_spec:ctet,0.0,100,85,121,ctet
340,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:106_j:56_time:121_spec:ctet,0.016481979581077326,106,56,121,ctet
341,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:104_j:53_time:121_spec:ctet,0.11225698455864314,104,53,121,ctet
342,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:102_j:58_time:121_spec:ctet,0.3407026215355109,102,58,121,ctet
343,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:95_j:45_time:121_spec:ctet,0.0,95,45,121,ctet
344,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:105_j:45_time:121_spec:ctet,0.0,105,45,121,ctet
345,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:110_j:39_time:121_spec:ctet,0.0,110,39,121,ctet
346,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:111_j:45_time:121_spec:ctet,0.0,111,45,121,ctet
347,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:114_j:43_time:121_spec:ctet,0.0,114,43,121,ctet
348,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:112_j:60_time:121_spec:ctet,0.013989362817588245,112,60,121,ctet
349,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:105_j:53_time:121_spec:ctet,0.05850459157608033,105,53,121,ctet
350,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:105_j:57_time:121_spec:ctet,0.018765874579181278,105,57,121,ctet
351,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:107_j:59_time:121_spec:ctet,0.10934368707269301,107,59,121,ctet
352,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:116_j:60_time:121_spec:ctet,0.0011359244065570183,116,60,121,ctet
353,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:120_j:59_time:121_spec:ctet,4.239773398552358e-05,120,59,121,ctet
354,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:100_j:58_time:121_spec:ctet,0.0,100,58,121,ctet
355,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:100_j:54_time:121_spec:ctet,0.03522370329387778,100,54,121,ctet
356,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:103_j:58_time:121_spec:ctet,0.0,103,58,121,ctet
357,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:105_j:53_time:121_spec:ctet,0.05850459157608033,105,53,121,ctet
358,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:113_j:60_time:121_spec:ctet,0.08148529830844876,113,60,121,ctet
359,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:112_j:60_time:121_spec:ctet,0.013989362817588245,112,60,121,ctet
360,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:111_j:61_time:121_spec:ctet,0.040392381083809145,111,61,121,ctet
361,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:106_j:58_time:121_spec:ctet,0.25427290312043405,106,58,121,ctet
362,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:97_j:58_time:121_spec:ctet,0.546944815771766,97,58,121,ctet
363,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:108_j:64_time:121_spec:ctet,0.5830212366924864,108,64,121,ctet
364,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:118_j:63_time:121_spec:ctet,0.10726558867394483,118,63,121,ctet
365,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:115_j:53_time:121_spec:ctet,0.017326994035932696,115,53,121,ctet
366,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:116_j:43_time:121_spec:ctet,0.0,116,43,121,ctet
367,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:118_j:43_time:121_spec:ctet,0.0,118,43,121,ctet
368,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:120_j:42_time:121_spec:ctet,0.0,120,42,121,ctet
369,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:122_j:42_time:121_spec:ctet,0.0,122,42,121,ctet
370,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:116_j:51_time:121_spec:ctet,2.1617363802845027e-05,116,51,121,ctet
371,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:124_j:45_time:121_spec:ctet,0.0,124,45,121,ctet
372,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:122_j:40_time:121_spec:ctet,0.0,122,40,121,ctet
373,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:120_j:40_time:121_spec:ctet,0.0,120,40,121,ctet
374,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:116_j:41_time:121_spec:ctet,0.0,116,41,121,ctet
375,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:114_j:71_time:121_spec:ctet,0.0,114,71,121,ctet
376,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:124_j:78_time:121_spec:ctet,0.00020737947487681652,124,78,121,ctet
377,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:124_j:83_time:121_spec:ctet,0.0,124,83,121,ctet
378,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:125_j:75_time:121_spec:ctet,0.0,125,75,121,ctet
379,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:123_j:79_time:121_spec:ctet,0.0,123,79,121,ctet
380,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:124_j:77_time:121_spec:ctet,0.0005597808907835381,124,77,121,ctet
381,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:127_j:80_time:121_spec:ctet,0.0,127,80,121,ctet
382,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:126_j:80_time:121_spec:ctet,0.0,126,80,121,ctet
383,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:126_j:82_time:121_spec:ctet,0.0,126,82,121,ctet
384,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:124_j:77_time:121_spec:ctet,0.0005597808907835381,124,77,121,ctet
385,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:124_j:77_time:121_spec:ctet,0.0005597808907835381,124,77,121,ctet
386,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:127_j:83_time:121_spec:ctet,1.937162223642799e-05,127,83,121,ctet
387,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:124_j:78_time:121_spec:ctet,0.00020737947487681652,124,78,121,ctet
388,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:135_j:64_time:121_spec:ctet,0.0036118941863287706,135,64,121,ctet
389,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:142_j:63_time:121_spec:ctet,0.0041915842429661255,142,63,121,ctet
390,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:144_j:68_time:121_spec:ctet,0.003315100701840984,144,68,121,ctet
391,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:78_j:91_time:121_spec:ctet,0.0,78,91,121,ctet
392,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:72_j:71_time:121_spec:ctet,0.0,72,71,121,ctet
393,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:77_j:63_time:121_spec:ctet,0.0,77,63,121,ctet
394,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:83_j:80_time:121_spec:ctet,0.0,83,80,121,ctet
395,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:75_j:62_time:121_spec:ctet,0.0,75,62,121,ctet
396,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:72_j:45_time:121_spec:ctet,0.0,72,45,121,ctet
