,obsnme,obsval,i,j,time,spec
3868,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:116_j:43_time:1155_spec:ctet,0.0,116,43,1155,ctet
3869,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:118_j:43_time:1155_spec:ctet,1.2166505910398484e-07,118,43,1155,ctet
3870,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:120_j:42_time:1155_spec:ctet,0.0,120,42,1155,ctet
3871,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:122_j:42_time:1155_spec:ctet,0.0,122,42,1155,ctet
3872,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:116_j:51_time:1155_spec:ctet,0.0,116,51,1155,ctet
3873,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:124_j:45_time:1155_spec:ctet,0.0,124,45,1155,ctet
3874,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:122_j:40_time:1155_spec:ctet,0.0,122,40,1155,ctet
3875,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:120_j:40_time:1155_spec:ctet,0.0,120,40,1155,ctet
3876,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:116_j:41_time:1155_spec:ctet,0.0,116,41,1155,ctet
3877,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:114_j:71_time:1155_spec:ctet,0.06892728811944485,114,71,1155,ctet
3878,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:124_j:78_time:1155_spec:ctet,0.036673994427229836,124,78,1155,ctet
3879,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:124_j:83_time:1155_spec:ctet,0.06162780507527778,124,83,1155,ctet
3880,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:125_j:75_time:1155_spec:ctet,0.0,125,75,1155,ctet
3881,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:123_j:79_time:1155_spec:ctet,0.0,123,79,1155,ctet
3882,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:124_j:77_time:1155_spec:ctet,0.004042046179093291,124,77,1155,ctet
3883,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:127_j:80_time:1155_spec:ctet,0.0,127,80,1155,ctet
3884,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:126_j:80_time:1155_spec:ctet,0.0,126,80,1155,ctet
3885,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:126_j:82_time:1155_spec:ctet,0.0,126,82,1155,ctet
3886,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:124_j:77_time:1155_spec:ctet,0.004042046179093291,124,77,1155,ctet
3887,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:124_j:77_time:1155_spec:ctet,0.004042046179093291,124,77,1155,ctet
3888,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:127_j:83_time:1155_spec:ctet,0.00039688033469326774,127,83,1155,ctet
3889,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:124_j:78_time:1155_spec:ctet,0.036673994427229836,124,78,1155,ctet
3890,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:135_j:64_time:1155_spec:ctet,0.0017120057136094573,135,64,1155,ctet
3891,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:142_j:63_time:1155_spec:ctet,0.002263378439698586,142,63,1155,ctet
3892,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:144_j:68_time:1155_spec:ctet,0.002664360025523941,144,68,1155,ctet
3893,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:78_j:91_time:1155_spec:ctet,0.14904413484771567,78,91,1155,ctet
3894,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:72_j:71_time:1155_spec:ctet,0.0,72,71,1155,ctet
3895,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:77_j:63_time:1155_spec:ctet,0.0,77,63,1155,ctet
3896,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:83_j:80_time:1155_spec:ctet,0.573331908314172,83,80,1155,ctet
3897,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:75_j:62_time:1155_spec:ctet,0.0,75,62,1155,ctet
3898,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:72_j:45_time:1155_spec:ctet,0.0,72,45,1155,ctet
3899,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:118_j:128_time:1155_spec:ctet,0.0,118,128,1155,ctet
3900,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:108_j:113_time:1155_spec:ctet,0.0,108,113,1155,ctet
3901,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:76_j:84_time:1155_spec:ctet,0.0,76,84,1155,ctet
3902,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:101_j:112_time:1155_spec:ctet,0.0,101,112,1155,ctet
3903,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:93_j:112_time:1155_spec:ctet,0.0,93,112,1155,ctet
3904,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:93_j:112_time:1155_spec:ctet,0.0,93,112,1155,ctet
3905,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:87_j:111_time:1155_spec:ctet,0.0,87,111,1155,ctet
3906,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:79_j:110_time:1155_spec:ctet,0.0,79,110,1155,ctet
3907,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:79_j:110_time:1155_spec:ctet,0.0,79,110,1155,ctet
3908,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:72_j:107_time:1155_spec:ctet,0.0,72,107,1155,ctet
3909,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:68_j:45_time:1155_spec:ctet,0.0,68,45,1155,ctet
3910,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:66_j:45_time:1155_spec:ctet,0.0,66,45,1155,ctet
3911,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:64_j:45_time:1155_spec:ctet,0.0,64,45,1155,ctet
3912,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:60_j:95_time:1155_spec:ctet,0.0,60,95,1155,ctet
3913,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:65_j:101_time:1155_spec:ctet,0.0,65,101,1155,ctet
3914,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:134_j:145_time:1186_spec:ctet,8.11703275994468e-25,134,145,1186,ctet
3915,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:121_j:135_time:1186_spec:ctet,0.0,121,135,1186,ctet
3916,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:127_j:142_time:1186_spec:ctet,0.0,127,142,1186,ctet
3917,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:85_j:45_time:1186_spec:ctet,0.0,85,45,1186,ctet
3918,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:75_j:45_time:1186_spec:ctet,0.0,75,45,1186,ctet
3919,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:95_j:85_time:1186_spec:ctet,0.0,95,85,1186,ctet
3920,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:93_j:76_time:1186_spec:ctet,0.0,93,76,1186,ctet
3921,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:89_j:64_time:1186_spec:ctet,0.16191434242677183,89,64,1186,ctet
3922,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:89_j:63_time:1186_spec:ctet,0.0,89,63,1186,ctet
3923,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:106_j:72_time:1186_spec:ctet,0.35603555311229534,106,72,1186,ctet
3924,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:89_j:64_time:1186_spec:ctet,0.16191434242677183,89,64,1186,ctet
3925,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:94_j:71_time:1186_spec:ctet,0.499608708484346,94,71,1186,ctet
3926,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:97_j:58_time:1186_spec:ctet,0.39912882702266694,97,58,1186,ctet
3927,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:89_j:80_time:1186_spec:ctet,0.5629376654113937,89,80,1186,ctet
3928,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:107_j:91_time:1186_spec:ctet,0.3153397407419176,107,91,1186,ctet
3929,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:92_j:91_time:1186_spec:ctet,0.7811479520410378,92,91,1186,ctet
3930,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:85_j:91_time:1186_spec:ctet,0.3862604949028162,85,91,1186,ctet
3931,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:97_j:91_time:1186_spec:ctet,0.6863560594405232,97,91,1186,ctet
3932,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:90_j:87_time:1186_spec:ctet,0.0,90,87,1186,ctet
3933,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:110_j:87_time:1186_spec:ctet,0.0,110,87,1186,ctet
3934,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:99_j:63_time:1186_spec:ctet,0.2598638568390182,99,63,1186,ctet
3935,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:107_j:79_time:1186_spec:ctet,0.26206413035813547,107,79,1186,ctet
3936,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:102_j:91_time:1186_spec:ctet,0.8157839471278923,102,91,1186,ctet
3937,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:95_j:74_time:1186_spec:ctet,0.0,95,74,1186,ctet
3938,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:87_j:86_time:1186_spec:ctet,0.0,87,86,1186,ctet
3939,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:97_j:86_time:1186_spec:ctet,0.0,97,86,1186,ctet
3940,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:94_j:80_time:1186_spec:ctet,0.0,94,80,1186,ctet
3941,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:103_j:87_time:1186_spec:ctet,0.0,103,87,1186,ctet
3942,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:100_j:72_time:1186_spec:ctet,0.359061258007177,100,72,1186,ctet
3943,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:97_j:80_time:1186_spec:ctet,1.0181243635128343,97,80,1186,ctet
3944,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:100_j:85_time:1186_spec:ctet,0.0,100,85,1186,ctet
3945,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:106_j:56_time:1186_spec:ctet,0.0,106,56,1186,ctet
3946,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:104_j:53_time:1186_spec:ctet,0.07383705763124764,104,53,1186,ctet
3947,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:102_j:58_time:1186_spec:ctet,0.3319708683749658,102,58,1186,ctet
3948,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:95_j:45_time:1186_spec:ctet,0.0,95,45,1186,ctet
3949,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:105_j:45_time:1186_spec:ctet,0.0,105,45,1186,ctet
3950,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:110_j:39_time:1186_spec:ctet,0.0,110,39,1186,ctet
3951,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:111_j:45_time:1186_spec:ctet,0.0,111,45,1186,ctet
3952,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:114_j:43_time:1186_spec:ctet,0.0,114,43,1186,ctet
3953,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:112_j:60_time:1186_spec:ctet,0.09090332456557286,112,60,1186,ctet
3954,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:105_j:53_time:1186_spec:ctet,0.020007211697252034,105,53,1186,ctet
3955,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:105_j:57_time:1186_spec:ctet,0.0,105,57,1186,ctet
3956,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:107_j:59_time:1186_spec:ctet,0.0,107,59,1186,ctet
3957,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:116_j:60_time:1186_spec:ctet,0.0,116,60,1186,ctet
3958,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:120_j:59_time:1186_spec:ctet,0.0,120,59,1186,ctet
3959,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:100_j:58_time:1186_spec:ctet,0.0,100,58,1186,ctet
3960,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:100_j:54_time:1186_spec:ctet,0.0,100,54,1186,ctet
3961,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:103_j:58_time:1186_spec:ctet,0.0,103,58,1186,ctet
3962,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:105_j:53_time:1186_spec:ctet,0.020007211697252034,105,53,1186,ctet
3963,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:113_j:60_time:1186_spec:ctet,0.0776497097044891,113,60,1186,ctet
3964,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:112_j:60_time:1186_spec:ctet,0.09090332456557286,112,60,1186,ctet
3965,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:111_j:61_time:1186_spec:ctet,0.1056095974577803,111,61,1186,ctet
3966,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:106_j:58_time:1186_spec:ctet,0.14100328610154578,106,58,1186,ctet
3967,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:97_j:58_time:1186_spec:ctet,0.39912882702266694,97,58,1186,ctet
3968,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:108_j:64_time:1186_spec:ctet,0.2934398839771364,108,64,1186,ctet
3969,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:118_j:63_time:1186_spec:ctet,0.10493928125313937,118,63,1186,ctet
3970,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:115_j:53_time:1186_spec:ctet,0.010229730532068881,115,53,1186,ctet
3971,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:116_j:43_time:1186_spec:ctet,0.0,116,43,1186,ctet
3972,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:118_j:43_time:1186_spec:ctet,1.0622967867956519e-07,118,43,1186,ctet
3973,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:120_j:42_time:1186_spec:ctet,0.0,120,42,1186,ctet
3974,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:122_j:42_time:1186_spec:ctet,0.0,122,42,1186,ctet
3975,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:116_j:51_time:1186_spec:ctet,0.0,116,51,1186,ctet
3976,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:124_j:45_time:1186_spec:ctet,0.0,124,45,1186,ctet
3977,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:122_j:40_time:1186_spec:ctet,0.0,122,40,1186,ctet
3978,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:120_j:40_time:1186_spec:ctet,0.0,120,40,1186,ctet
3979,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:116_j:41_time:1186_spec:ctet,0.0,116,41,1186,ctet
3980,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:114_j:71_time:1186_spec:ctet,0.07606796603766264,114,71,1186,ctet
3981,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:124_j:78_time:1186_spec:ctet,0.04045514105139092,124,78,1186,ctet
3982,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:124_j:83_time:1186_spec:ctet,0.06868629649925657,124,83,1186,ctet
3983,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:125_j:75_time:1186_spec:ctet,0.0,125,75,1186,ctet
3984,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:123_j:79_time:1186_spec:ctet,0.0,123,79,1186,ctet
3985,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:124_j:77_time:1186_spec:ctet,0.004614746603653463,124,77,1186,ctet
3986,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:127_j:80_time:1186_spec:ctet,0.0,127,80,1186,ctet
3987,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:126_j:80_time:1186_spec:ctet,0.0,126,80,1186,ctet
3988,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:126_j:82_time:1186_spec:ctet,0.0,126,82,1186,ctet
3989,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:124_j:77_time:1186_spec:ctet,0.004614746603653463,124,77,1186,ctet
3990,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:124_j:77_time:1186_spec:ctet,0.004614746603653463,124,77,1186,ctet
3991,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:127_j:83_time:1186_spec:ctet,0.0004671055094256383,127,83,1186,ctet
3992,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:124_j:78_time:1186_spec:ctet,0.04045514105139092,124,78,1186,ctet
3993,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:135_j:64_time:1186_spec:ctet,0.0018935581657037483,135,64,1186,ctet
3994,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:142_j:63_time:1186_spec:ctet,0.002495623359180956,142,63,1186,ctet
3995,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:144_j:68_time:1186_spec:ctet,0.0029447905010781456,144,68,1186,ctet
3996,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:78_j:91_time:1186_spec:ctet,0.16529644739107138,78,91,1186,ctet
3997,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:72_j:71_time:1186_spec:ctet,0.0,72,71,1186,ctet
3998,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:77_j:63_time:1186_spec:ctet,0.0,77,63,1186,ctet
3999,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:83_j:80_time:1186_spec:ctet,0.6340926348323432,83,80,1186,ctet
4000,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:75_j:62_time:1186_spec:ctet,0.0,75,62,1186,ctet
4001,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:72_j:45_time:1186_spec:ctet,0.0,72,45,1186,ctet
4002,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:118_j:128_time:1186_spec:ctet,0.0,118,128,1186,ctet
4003,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:108_j:113_time:1186_spec:ctet,0.0,108,113,1186,ctet
4004,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:76_j:84_time:1186_spec:ctet,0.0,76,84,1186,ctet
4005,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:101_j:112_time:1186_spec:ctet,0.0,101,112,1186,ctet
4006,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:93_j:112_time:1186_spec:ctet,0.0,93,112,1186,ctet
4007,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:93_j:112_time:1186_spec:ctet,0.0,93,112,1186,ctet
4008,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:87_j:111_time:1186_spec:ctet,0.0,87,111,1186,ctet
4009,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:79_j:110_time:1186_spec:ctet,0.0,79,110,1186,ctet
4010,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:79_j:110_time:1186_spec:ctet,0.0,79,110,1186,ctet
4011,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:72_j:107_time:1186_spec:ctet,0.0,72,107,1186,ctet
4012,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:68_j:45_time:1186_spec:ctet,0.0,68,45,1186,ctet
4013,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:66_j:45_time:1186_spec:ctet,0.0,66,45,1186,ctet
4014,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:64_j:45_time:1186_spec:ctet,0.0,64,45,1186,ctet
4015,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:60_j:95_time:1186_spec:ctet,0.0,60,95,1186,ctet
4016,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:65_j:101_time:1186_spec:ctet,0.0,65,101,1186,ctet
4017,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:134_j:145_time:1216_spec:ctet,1.2789199093197893e-24,134,145,1216,ctet
4018,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:121_j:135_time:1216_spec:ctet,0.0,121,135,1216,ctet
4019,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:127_j:142_time:1216_spec:ctet,0.0,127,142,1216,ctet
4020,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:85_j:45_time:1216_spec:ctet,0.0,85,45,1216,ctet
4021,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:75_j:45_time:1216_spec:ctet,0.0,75,45,1216,ctet
4022,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:95_j:85_time:1216_spec:ctet,0.0,95,85,1216,ctet
4023,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:93_j:76_time:1216_spec:ctet,0.0,93,76,1216,ctet
4024,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:89_j:64_time:1216_spec:ctet,0.15622971392549728,89,64,1216,ctet
4025,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:89_j:63_time:1216_spec:ctet,0.0,89,63,1216,ctet
4026,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:106_j:72_time:1216_spec:ctet,0.34317348703732736,106,72,1216,ctet
4027,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:89_j:64_time:1216_spec:ctet,0.15622971392549728,89,64,1216,ctet
4028,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:94_j:71_time:1216_spec:ctet,0.4832349448184459,94,71,1216,ctet
4029,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:97_j:58_time:1216_spec:ctet,0.386038385975666,97,58,1216,ctet
4030,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:89_j:80_time:1216_spec:ctet,0.543876781685407,89,80,1216,ctet
4031,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:107_j:91_time:1216_spec:ctet,0.30899549867695064,107,91,1216,ctet
4032,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:92_j:91_time:1216_spec:ctet,0.7553458900372422,92,91,1216,ctet
4033,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:85_j:91_time:1216_spec:ctet,0.3723556222549941,85,91,1216,ctet
4034,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:97_j:91_time:1216_spec:ctet,0.6633984426123452,97,91,1216,ctet
4035,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:90_j:87_time:1216_spec:ctet,0.0,90,87,1216,ctet
4036,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:110_j:87_time:1216_spec:ctet,0.0,110,87,1216,ctet
4037,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:99_j:63_time:1216_spec:ctet,0.25081537474091914,99,63,1216,ctet
4038,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:107_j:79_time:1216_spec:ctet,0.25260765172181193,107,79,1216,ctet
4039,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:102_j:91_time:1216_spec:ctet,0.7874681215664988,102,91,1216,ctet
4040,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:95_j:74_time:1216_spec:ctet,0.0,95,74,1216,ctet
4041,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:87_j:86_time:1216_spec:ctet,0.0,87,86,1216,ctet
4042,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:97_j:86_time:1216_spec:ctet,0.0,97,86,1216,ctet
4043,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:94_j:80_time:1216_spec:ctet,0.0,94,80,1216,ctet
4044,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:103_j:87_time:1216_spec:ctet,0.0,103,87,1216,ctet
4045,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:100_j:72_time:1216_spec:ctet,0.3476076739010296,100,72,1216,ctet
4046,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:97_j:80_time:1216_spec:ctet,0.9837819520271675,97,80,1216,ctet
4047,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:100_j:85_time:1216_spec:ctet,0.0,100,85,1216,ctet
4048,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:106_j:56_time:1216_spec:ctet,0.0,106,56,1216,ctet
4049,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:104_j:53_time:1216_spec:ctet,0.07083017974629326,104,53,1216,ctet
4050,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:102_j:58_time:1216_spec:ctet,0.3214305188176722,102,58,1216,ctet
4051,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:95_j:45_time:1216_spec:ctet,0.0,95,45,1216,ctet
4052,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:105_j:45_time:1216_spec:ctet,0.0,105,45,1216,ctet
4053,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:110_j:39_time:1216_spec:ctet,0.0,110,39,1216,ctet
4054,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:111_j:45_time:1216_spec:ctet,0.0,111,45,1216,ctet
4055,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:114_j:43_time:1216_spec:ctet,0.0,114,43,1216,ctet
4056,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:112_j:60_time:1216_spec:ctet,0.08764438703147023,112,60,1216,ctet
4057,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:105_j:53_time:1216_spec:ctet,0.019496205250559326,105,53,1216,ctet
4058,oname:sim_equiv_mass_ext.csv_otype:lst_usecol:obsval_i:105_j:57_time:1216_spec:ctet,0.0,105,57,1216,ctet
