WELL_NAME                WELL_ID                X                Y                TOPSCR                BOTSCR                TOPWEL                BOTWEL                2W_ROW                2W_COL                W2_ROW                W2_COL                E2_ROW                E2_COL
699-50-56                C5197                572748.21                138841.55                122.10                119.05                168.91                118.86                48                179                48                243                64                71
699-50-45                A5225                576172.76                138783.37                97.40                83.69                138.63                84.37                0                0                0                0                65                242
699-50-42                A5224                577109.86                138786.41                125.55                122.19                143.34                105.24                0                0                0                0                65                289
699-50-59                C4882                571944.29                138749.62                122.87                121.34                173.37                120.58                50                163                50                227                66                51
699-50-48B                A5226                575390.73                138715.91                103.31                92.04                168.78                92.58                50                232                50                296                66                203
699-50-53A                A5227                573649.67                138670.48                126.88                121.70                170.93                114.54                51                197                51                261                67                116
699-50-53B                A5228                573655.45                138659.52                104.76                101.71                170.98                102.40                51                198                51                262                67                116
699-50-48A                A8812                575154.97                138684.76                104.69                92.49                168.97                116.24                51                228                51                292                67                191
699-49-57A                A5219                572543.13                138388.96                124.05                118.87                169.73                118.53                57                175                57                239                75                63
699-49-57B                A5220                572536.45                138381.03                102.79                99.63                170.47                100.26                57                175                57                239                75                63
699-49-55B                A5218                573138.72                138350.88                108.76                93.22                162.89                93.70                57                187                57                251                77                90
699-49-55A                A5217                573146.30                138351.78                124.30                119.73                162.87                117.45                57                187                57                251                77                91
699-49-33                A8793                579776.91                138286.85                999.00                -999.00                154.76                46.25                0                0                0                0                80                353
699-48-35                A8767                579291.18                138272.23                999.00                -999.00                149.65                10.97                0                0                0                0                81                343
699-48-50                A5212                574817.58                138227.09                126.57                120.38                175.99                115.95                60                221                60                285                83                174
699-48-50B                C5196                573334.48                138044.28                123.32                120.18                186.30                120.71                64                191                64                255                92                100
699-47-60                A5202                571473.24                137968.46                126.19                113.39                199.58                112.10                65                154                65                218                96                42
699-47-50                A5201                574798.72                137887.17                99.09                88.42                179.09                89.18                67                220                67                284                100                173
699-47-55                C9750                573284.09                137877.85                123.40                120.38                189.27                111.54                67                190                67                254                101                98
699-47-46A                A5200                575869.83                137820.74                126.10                122.14                177.85                114.76                0                0                0                0                103                227
699-47-53B                C9751                573758.02                137805.13                123.23                120.19                188.63                111.79                68                200                68                264                104                121
699-47-35B                A5199                579315.14                137792.71                122.35                116.25                146.30                113.38                0                0                0                0                105                344
299-E33-340                C5853                573779.64                137763.84                94.41                89.84                189.11                79.74                69                200                69                264                106                122
699-47-35A                A5198                579311.33                137779.82                124.72                113.45                146.21                113.60                0                0                0                0                106                344
299-E32-8                A4836                572663.39                137741.47                125.21                119.02                197.80                119.56                70                178                70                242                107                67
299-E32-9                A4837                572795.11                137741.69                125.71                119.43                197.10                119.50                70                180                70                244                107                73
299-E32-10                A5432                572951.13                137741.69                125.95                119.76                195.45                120.53                70                184                70                248                107                81
299-E33-34                A4859                573104.46                137740.43                126.50                120.31                194.15                120.99                70                187                70                251                107                89
299-E34-6                A4881                574462.33                137740.73                129.59                123.49                183.31                123.88                70                214                70                278                107                157
299-E34-5                A4880                574643.81                137743.33                128.65                122.56                181.17                122.64                70                217                70                281                107                166
299-E33-40                A4866                573546.23                137723.10                100.80                97.45                191.39                94.46                70                195                70                259                108                111
299-E33-26                A4850                573333.38                137681.47                132.49                126.09                193.88                120.73                71                191                71                255                110                100
299-E33-25                A6858                573365.25                137681.63                132.68                122.32                193.34                120.18                71                192                71                256                110                102
299-E33-7                A4871                573574.03                137695.97                126.84                121.97                192.38                121.36                71                196                71                260                110                112
299-E33-4                A4865                573616.75                137693.11                126.65                121.78                192.99                122.59                71                197                71                261                110                114
299-E33-3                A4854                573633.13                137666.04                125.69                122.03                193.23                121.30                71                197                71                261                111                115
299-E32-1                A4829                572611.63                137645.47                127.12                121.33                201.00                114.74                72                177                72                241                112                65
299-E32-7                A4835                572600.38                137647.05                125.77                119.46                201.70                118.25                72                177                72                241                112                65
299-E33-341                C5856                573565.21                137652.50                123.29                120.25                192.03                119.79                71                196                71                260                112                112
299-E33-6                A6852                573574.40                137652.87                126.64                121.92                192.43                119.89                71                196                71                260                112                112
299-E33-2                A4846                573617.01                137641.27                125.55                122.20                193.58                119.52                72                197                72                261                112                114
299-E33-12                A4839                573780.54                137632.23                97.33                72.95                191.05                64.55                72                200                72                264                113                123
299-E33-39                A4864                573843.52                137637.37                126.66                120.26                191.01                120.87                72                201                72                265                113                126
299-E33-11                A6854                573901.32                137635.81                999.00                -999.00                190.12                120.02                72                203                72                267                113                129
299-E33-35                A4860                573220.80                137605.10                126.59                120.19                197.07                120.87                72                189                72                253                114                95
299-E33-5                A4870                573574.23                137606.42                127.25                122.07                194.47                120.71                72                196                72                260                114                112
299-E33-1A                A4838                573632.34                137614.03                127.36                121.27                193.68                120.53                72                197                72                261                114                115
299-E33-38                A4863                573591.16                137594.49                126.40                120.00                193.63                120.60                73                196                73                260                115                113
299-E33-13                A4840                573706.49                137584.39                127.79                120.17                192.55                120.92                73                199                73                263                115                119
299-E33-50                C5195                573773.61                137599.30                94.41                89.84                191.48                75.35                73                200                73                264                115                122
299-E34-11                A4876                574176.16                137581.78                125.16                122.09                189.36                122.51                73                208                73                272                115                142
299-E33-24                A4849                573493.54                137578.53                128.12                121.41                195.47                117.44                73                194                73                258                116                108
299-E33-342                C5857                573625.68                137579.96                123.24                120.19                194.88                120.05                73                197                73                261                116                115
299-E33-14                A4841                573985.63                137567.22                125.25                121.36                189.86                119.76                73                204                73                268                116                133
699-46-33                A8737                579960.46                137564.06                999.00                -999.00                144.42                61.21                0                0                0                0                116                357
299-E33-15                A4842                573810.31                137540.70                123.79                119.22                192.22                115.71                74                201                74                265                117                124
299-E32-6                A4834                572600.40                137515.10                125.81                119.50                204.46                119.48                74                177                74                241                119                65
299-E33-267                C8242                573519.51                137494.16                122.73                119.68                198.07                118.73                75                195                75                259                120                109
299-E33-31                A4856                573524.98                137491.44                125.85                119.45                198.38                120.38                75                195                75                259                120                110
299-E33-9                A4873                573646.83                137485.88                122.39                119.34                199.39                115.57                75                197                75                261                120                116
299-E32-2                A4830                572648.02                137467.51                126.10                120.00                205.33                117.18                75                177                75                241                121                66
299-E33-266                C7565                572828.95                137467.95                123.39                117.28                204.27                117.08                75                181                75                245                121                75
299-E33-265                C7564                572866.03                137467.96                123.65                117.55                203.84                117.40                75                182                75                246                121                77
299-E33-30                A4855                572923.80                137467.78                125.13                119.03                203.39                118.01                75                183                75                247                121                80
299-E33-44                B8554                573706.41                137469.16                123.49                118.92                196.79                119.06                75                199                75                263                121                119
299-E33-16                A6855                573791.69                137465.30                125.29                120.72                195.70                117.06                75                200                75                264                121                123
299-E33-17                A4843                573878.50                137467.19                126.51                119.65                193.56                119.19                75                202                75                266                121                127
299-E35-1                A4885                575459.73                137464.96                127.23                123.97                183.45                124.38                0                0                0                0                121                206
699-46-61                C9936                571431.17                137442.38                121.58                115.39                211.93                103.42                76                153                76                217                122                41
299-E33-8                A4872                573475.31                137447.94                129.33                120.46                199.43                121.10                76                194                76                258                122                107
299-E33-42                A4868                573520.99                137424.38                126.71                120.40                200.45                121.14                76                195                76                259                123                110
299-E33-19                A4845                573847.63                137422.66                131.91                122.46                199.33                122.52                76                201                76                265                123                126
299-E34-9                A4884                574186.02                137429.82                127.01                120.68                192.64                121.17                76                208                76                272                123                143
299-E33-205                C5989                573633.38                137406.22                121.84                118.79                200.34                117.86                76                197                76                261                124                115
299-E32-3                A4831                572600.61                137384.00                125.79                119.70                207.29                114.63                77                177                77                241                125                65
299-E33-343                C5858                573743.98                137382.25                122.65                119.61                199.57                119.16                77                199                77                263                125                121
299-E33-18                A4844                573779.19                137386.06                123.96                117.87                199.71                114.98                77                200                77                264                125                122
299-E33-344                C5859                573782.91                137387.31                132.72                126.87                199.92                126.13                77                200                77                264                125                123
299-E33-345                C6226                573780.87                137388.24                122.99                119.95                199.85                119.44                77                200                77                264                125                123
299-E33-20                A4847                573847.60                137397.91                125.40                120.82                199.16                121.74                77                201                77                265                125                126
299-E33-28                A4852                573226.37                137375.02                125.13                119.04                203.56                118.74                77                189                77                253                126                95
299-E33-41                A4867                573707.19                137369.94                124.94                119.73                200.64                120.48                77                199                77                263                126                119
299-E33-32                A4857                573524.83                137354.02                126.15                119.75                202.20                119.81                77                195                77                259                127                110
299-E34-7                A4882                575274.18                137357.75                125.22                121.95                185.26                122.63                77                230                77                294                127                197
299-E33-43                A4869                573523.19                137325.43                125.66                119.23                202.99                119.57                78                195                78                259                128                110
299-E33-27                A4851                573668.07                137338.19                173.57                130.90                201.08                120.31                78                198                78                262                128                117
299-E33-276                D0061                573227.03                137309.50                122.76                118.21                205.36                117.82                78                189                78                253                129                95
299-E33-33                A4858                574080.14                137301.93                120.20                119.62                196.21                119.40                78                206                78                270                129                138
299-E34-3                A4878                575110.25                137301.44                128.04                121.94                187.48                122.28                78                227                78                291                129                189
299-E32-5                A4833                572599.70                137285.13                125.55                119.15                209.01                119.52                79                176                79                240                130                64
299-E33-21                A4848                573474.50                137293.20                132.42                121.75                204.05                118.09                79                194                79                258                130                107
299-E33-47                C4259                573916.48                137295.46                123.35                117.25                198.53                116.57                79                203                79                267                130                129
699-46-91                C8916                576325.25                137287.35                121.24                119.74                183.11                119.71                0                0                0                0                130                250
699-45-42                A5195                577053.94                137286.10                127.29                120.58                177.06                117.62                0                0                0                0                130                286
299-E26-14                C8204                575786.45                137264.50                122.78                116.69                183.22                109.89                0                0                0                0                131                223
299-E33-10                A6853                573255.50                137258.19                129.30                118.02                206.36                117.96                79                190                79                254                132                96
299-E33-334                B8810                573514.72                137256.37                124.74                117.12                204.21                117.35                79                195                79                259                132                109
299-E34-8                A4883                574206.44                137249.62                125.95                119.40                196.32                117.08                80                209                80                273                132                144
299-E35-2                A4886                575576.11                137255.06                125.53                122.30                184.61                122.95                0                0                0                0                132                212
299-E33-29                A4853                573227.86                137231.19                125.65                119.56                206.43                117.89                80                189                80                253                133                95
299-E33-335                B8811                573568.44                137222.23                124.16                118.06                204.26                117.09                80                196                80                260                133                112
299-E33-339                C3392                573716.86                137221.51                123.24                117.17                203.03                116.03                80                199                80                263                133                119
299-E33-338                C3391                573912.07                137238.24                123.79                117.69                201.11                117.10                80                203                80                267                133                129
299-E33-36                A4861                574068.54                137239.98                125.83                119.43                198.19                117.78                80                206                80                270                133                137
299-E34-10                A4875                574284.40                137224.57                125.66                119.35                195.18                119.28                80                210                80                274                133                148
299-E34-2                A4877                574634.81                137220.69                125.24                119.15                192.81                119.20                80                217                80                281                133                165
299-E34-1                A4874                574642.69                137238.17                126.60                122.03                192.88                118.20                80                217                80                281                133                166
299-E33-49                C4261                573647.48                137212.80                122.92                116.83                204.00                115.98                80                197                80                261                134                116
299-E32-4                A4832                572603.74                137187.22                125.01                118.92                210.15                115.36                81                177                81                241                135                65
299-E33-337                C3390                573821.80                137193.87                124.16                116.53                202.72                115.54                81                201                81                265                135                125
299-E33-37                A4862                574091.48                137185.42                124.99                118.65                199.19                117.65                81                206                81                270                135                138
299-E33-48                C4260                573781.45                137162.07                123.28                115.66                203.36                114.69                81                200                81                264                136                123
299-E27-16                A4814                574179.24                137164.86                126.21                119.81                199.86                117.87                81                208                81                272                136                142
299-E34-12                A5433                574411.00                137168.54                126.58                120.39                195.73                120.17                81                213                81                277                136                154
299-E33-283                D0263                573229.57                137150.58                123.60                115.97                207.64                115.53                81                189                81                253                137                95
299-E27-17                A4815                574547.31                137122.01                125.54                119.14                194.48                119.44                82                215                82                279                138                161
299-E26-77                C6455                575579.03                137129.97                122.78                115.24                184.78                114.01                0                0                0                0                138                212
299-E26-9                A4806                575576.14                137133.12                125.94                122.71                184.85                123.13                0                0                0                0                138                212
299-E26-11                A4800                576179.95                137134.60                121.96                120.25                183.88                121.03                0                0                0                0                138                242
299-E28-28                A4824                572804.35                137108.26                125.68                119.58                210.35                120.13                82                181                82                245                139                74
299-E27-18                A6674                574299.61                137119.29                124.69                118.56                199.18                118.41                82                210                82                274                139                148
299-E27-19                A6675                574355.07                137103.59                124.71                118.58                199.40                118.08                82                212                82                276                139                151
299-E26-1                A4798                575231.00                137091.95                123.00                119.95                189.14                113.55                83                229                83                293                140                195
299-E28-27                A4823                573226.78                137070.06                125.56                119.47                208.46                116.57                83                189                83                253                141                95
299-E28-8                A6788                573698.13                137074.30                128.63                115.22                204.83                108.82                83                198                83                262                141                118
299-E28-34                C9752                573971.50                137075.02                122.47                114.86                202.44                114.54                83                204                83                268                141                132
299-E27-11                A4809                574652.93                137062.74                126.04                119.64                197.16                116.48                83                218                83                282                141                166
299-E27-8                A4817                574759.08                137044.18                125.80                119.70                195.50                117.17                84                220                84                284                142                171
299-E27-9                A4818                574917.65                137040.90                124.71                118.83                192.29                117.56                84                223                84                287                142                179
299-E27-10                A4808                575100.30                137052.48                126.16                119.97                191.43                118.25                83                227                83                291                142                189
299-E26-81                D0210                575697.92                137051.59                122.42                119.37                183.52                116.34                0                0                0                0                142                218
299-E26-79                C6826                575827.88                137051.50                122.11                114.49                183.13                114.62                0                0                0                0                142                225
299-E26-15                C8913                575926.46                137051.44                124.16                119.48                183.18                120.12                0                0                0                0                142                230
299-E28-26                A4822                572941.55                137024.02                124.86                118.76                210.57                110.45                84                183                84                247                143                81
299-E26-10                A4799                575589.00                137023.49                125.45                120.69                184.42                121.45                0                0                0                0                143                213
299-E28-35                D0060                573224.95                136988.99                124.37                115.22                209.53                111.99                85                189                86                253                145                95
699-44-64                A5188                570389.51                136897.16                124.18                110.76                222.20                84.43                87                132                90                196                150                20
299-E28-10                A6789                573755.56                136890.30                129.23                124.75                207.56                108.50                87                200                90                264                150                121
699-44-43B                A5187                576673.28                136897.72                129.49                123.21                177.80                123.96                0                0                0                0                150                267
699-44-43C                C9615                576681.22                136885.41                124.07                116.44                177.93                116.27                0                0                0                0                150                268
299-E28-2                A6785                573704.50                136863.88                120.77                111.63                208.55                110.25                87                199                92                263                151                119
299-E28-5                A6787                574033.81                136856.67                127.26                116.59                206.20                106.38                87                205                92                269                152                135
299-E28-21                A6797                573038.45                136829.63                131.87                111.14                210.88                110.30                88                185                94                249                153                85
699-44-42                A5186                577099.32                136833.58                130.51                124.24                177.53                124.80                0                0                0                0                153                288
699-44-42B                D0052                577152.71                136827.94                124.53                116.90                176.42                111.16                0                0                0                0                153                291
299-E28-18                A4821                573104.08                136767.78                132.87                117.63                212.11                111.53                89                187                97                251                156                89
299-E28-25                A6801                573776.93                136736.73                124.41                109.17                210.03                109.14                90                200                98                264                158                122
299-E28-23                A6799                573781.89                136730.75                124.75                109.51                210.17                109.28                90                200                98                264                158                123
299-E28-24                A6800                573785.44                136727.77                124.83                109.89                210.19                109.91                90                200                99                264                158                123
299-E28-1                A6784                573933.39                136732.60                125.78                110.84                209.85                110.79                90                203                98                267                158                130
699-44-39B                A5185                577960.62                136727.39                126.22                120.12                157.51                102.07                0                0                0                0                158                317
299-E28-7                A4827                573794.21                136719.13                127.38                107.57                210.31                106.07                90                200                99                264                159                123
299-E27-25                C7571                575361.99                136709.23                123.26                117.16                187.74                112.15                90                232                100                296                159                202
699-43-40                A5173                577583.12                136705.33                130.40                124.09                166.29                124.53                0                0                0                0                159                309
299-E28-19                A6795                573064.74                136682.64                133.46                119.74                213.42                112.84                91                186                101                250                160                87
299-E27-22                C4124                575185.10                136685.33                123.09                110.91                193.38                111.66                91                228                101                292                160                193
299-E26-8                A4805                575522.23                136687.23                89.84                68.51                189.82                67.90                0                0                0                0                160                210
699-43-43B                C9867                576746.61                136655.48                123.26                115.59                177.17                109.08                0                0                0                0                162                271
699-43-44                B8758                576744.71                136652.85                124.51                118.41                177.38                113.06                0                0                0                0                162                271
299-E27-137B                C9753                574332.45                136625.32                123.56                115.94                208.80                109.70                92                211                104                275                163                150
299-E27-15                A4813                575095.26                136630.36                126.62                120.22                200.02                120.01                92                226                103                290                163                188
