WELL_NAME         WELL_ID         X         Y         TOP         BOT         ROW         COLUMN         delx         dely         area
699-11-45A         A5067         576279.000         126806.625         999.000         -999.000         80         93         200.0000         200.0000         40000.0000
699-10-E12Q         A9580         593296.236         126696.606         113.302         105.682         81         178         200.0000         200.0000         40000.0000
699-10-54A         A5063         573581.699         126562.282         125.062         113.479         82         79         200.0000         200.0000         40000.0000
699-8-17         A5333         584675.000         126017.906         128.875         111.502         84         135         200.0000         200.0000         40000.0000
699-9-E2         A5349         590618.563         126132.164         123.658         109.942         84         165         200.0000         200.0000         40000.0000
699-8-32         A5335         580384.972         125978.696         123.740         116.821         85         113         200.0000         200.0000         40000.0000
699-8-25         A5334         582298.938         125935.602         124.176         106.802         85         123         200.0000         200.0000         40000.0000
699-3-45         A5122         576204.820         124401.323         126.838         123.790         92         93         200.0000         200.0000         40000.0000
699-2-33A         A5079         580097.569         124130.548         124.486         109.246         94         112         200.0000         200.0000         40000.0000
699-2-3         A5078         588851.688         124186.672         119.962         108.380         94         156         200.0000         200.0000         40000.0000
699-1-18         A8120         584529.750         123948.922         113.988         83.508         95         134         200.0000         200.0000         40000.0000
699-2-7         A8122         587844.813         123980.008         112.324         106.228         95         151         200.0000         200.0000         40000.0000
699-S3-25         A5373         582460.313         122586.148         124.993         107.314         102         124         200.0000         200.0000         40000.0000
699-S3-E12         A5374         593586.188         122551.359         110.852         95.917         102         179         200.0000         200.0000         40000.0000
699-S6-E4K         C4072         590867.375         121626.773         114.447         109.875         106         166         200.0000         200.0000         40000.0000
699-S6-E14A         A5405         594262.353         121569.449         115.790         95.490         107         183         200.0000         200.0000         40000.0000
699-S8-19         A5408         584225.875         120963.719         122.521         113.986         110         133         200.0000         200.0000         40000.0000
699-S11-E12A         A9181         593576.376         120173.527         96.510         52.314         114         179         200.0000         200.0000         40000.0000
699-S12-29         A5365         580739.580         119809.622         103.480         101.956         115         115         200.0000         200.0000         40000.0000
699-S14-20A         A5367         583899.063         119084.438         121.784         103.496         119         131         200.0000         200.0000         40000.0000
699-S19-11         A5369         586582.389         117799.346         118.839         112.438         126         144         200.0000         200.0000         40000.0000
699-S19-E13         A5370         593835.313         117605.125         105.020         95.876         126         181         200.0000         200.0000         40000.0000
699-S19-E14         A5421         594249.875         117716.195         108.269         101.938         126         183         200.0000         200.0000         40000.0000
699-S20-E10         C4855         593124.375         117366.180         106.450         101.881         128         177         200.0000         200.0000         40000.0000
399-1-18A         A5031         593870.625         117301.570         107.323         102.751         128         181         200.0000         200.0000         40000.0000
399-1-6         A5039         594142.500         116900.078         107.524         100.819         130         182         200.0000         200.0000         40000.0000
399-8-3         A5061         593626.116         116683.648         113.731         91.176         131         180         200.0000         200.0000         40000.0000
399-1-14A         A5413         593901.125         116778.219         107.216         102.644         131         181         200.0000         200.0000         40000.0000
399-1-11         A5020         594109.813         116660.156         107.877         104.585         131         182         200.0000         200.0000         40000.0000
399-1-10A         A5411         594346.500         116733.992         106.912         102.340         131         183         200.0000         200.0000         40000.0000
399-1-13A         A5412         593910.410         116557.260         107.882         103.310         132         181         200.0000         200.0000         40000.0000
399-1-17A         A5028         594112.870         116413.787         108.453         103.881         132         182         200.0000         200.0000         40000.0000
399-1-1         A5018         594359.960         116588.840         102.118         92.974         132         183         200.0000         200.0000         40000.0000
399-1-16A         A5025         594318.110         116414.160         107.394         102.822         132         183         200.0000         200.0000         40000.0000
399-2-3         A5045         594377.440         116220.460         104.788         98.692         133         183         200.0000         200.0000         40000.0000
